MSR_DT,STTN_NM,PM25,PM10,O3,CO,SO2,NO2,Month,Hour
2023-01-04 17:00:00,삼방동,11.0,23.0,0.029,0.3,0.003,0.009,1.0,17.0
2023-03-03 04:00:00,삼방동,13.0,27.0,0.029,0.3,0.003,0.012,3.0,4.0
2023-11-26 08:00:00,삼방동,10.0,21.0,0.013,0.37,0.0036,0.021,11.0,8.0
2023-01-31 14:00:00,삼방동,11.0,25.0,0.033,0.4,0.003,0.019,1.0,14.0
2023-11-17 05:00:00,삼방동,13.0,31.0,0.034,0.37,0.0018,0.009,11.0,5.0
2023-06-14 20:00:00,삼방동,11.0,21.0,0.061,0.36,0.0027,0.011,6.0,20.0
2023-07-20 14:00:00,삼방동,36.0,33.0,0.09,0.41,0.002,0.014,7.0,14.0
2023-09-28 20:00:00,삼방동,13.0,19.0,0.035,0.33,0.0021,0.008,9.0,20.0
2023-02-20 20:00:00,삼방동,6.0,11.0,0.037,0.3,0.002,0.009,2.0,20.0
2023-11-22 08:00:00,삼방동,40.0,59.0,0.002,1.0,0.0036,0.039,11.0,8.0
2023-01-07 06:00:00,삼방동,63.0,111.0,0.039,0.6,0.004,0.008,1.0,6.0
2023-03-26 03:00:00,삼방동,20.0,91.0,0.038,0.3,0.002,0.005,3.0,3.0
2023-04-05 08:00:00,삼방동,9.0,21.0,0.04,0.25,0.003,0.013,4.0,8.0
2023-09-30 09:00:00,삼방동,19.0,27.0,0.038,0.41,0.002,0.007,9.0,9.0
2023-08-22 07:00:00,삼방동,15.0,23.0,0.01,0.4,0.0018,0.013,8.0,7.0
,삼방동,12.0,29.0,0.014,0.5,0.004,0.018,,
2023-11-20 14:00:00,삼방동,6.0,17.0,0.038,0.3,0.0021,0.009,11.0,14.0
2023-09-17 11:00:00,삼방동,0.0,3.0,0.025,0.36,0.0018,0.013,9.0,11.0
2023-02-25 04:00:00,삼방동,18.0,25.0,0.038,0.4,0.003,0.01,2.0,4.0
2023-06-28 08:00:00,삼방동,1.0,5.0,0.041,0.38,0.0027,0.018,6.0,8.0
2023-06-05 23:00:00,삼방동,15.0,27.0,0.047,0.44,0.0027,0.011,6.0,23.0
2023-11-21 15:00:00,삼방동,22.0,35.0,0.04,0.49,0.0037,0.025,11.0,15.0
2023-08-27 11:00:00,삼방동,14.0,19.0,0.03,0.25,0.0015,0.005,8.0,11.0
2023-02-27 16:00:00,삼방동,14.0,27.0,0.05,0.4,0.003,0.02,2.0,16.0
2023-07-14 04:00:00,삼방동,0.0,11.0,0.024,0.44,,0.004,7.0,4.0
2023-07-22 13:00:00,삼방동,4.0,7.0,0.03,0.19,0.0015,0.005,7.0,13.0
2023-09-26 12:00:00,삼방동,18.0,35.0,0.01,0.4,0.0026,0.023,9.0,12.0
2023-06-24 17:00:00,삼방동,7.0,13.0,0.06,0.34,,0.018,6.0,17.0
2023-09-23 14:00:00,삼방동,3.0,11.0,0.045,0.19,0.0014,0.005,9.0,14.0
,삼방동,16.0,43.0,0.021,0.7,0.0022,0.025,,
2023-08-15 05:00:00,삼방동,9.0,17.0,0.014,0.31,0.0014,0.003,8.0,5.0
2023-01-29 11:00:00,삼방동,7.0,27.0,0.031,0.3,0.003,0.007,1.0,11.0
2023-03-01 02:00:00,삼방동,8.0,13.0,0.041,0.3,0.003,0.011,3.0,2.0
2023-01-01 18:00:00,삼방동,43.0,66.0,0.029,0.5,0.003,0.018,1.0,18.0
2023-05-20 17:00:00,삼방동,7.0,19.0,0.069,0.07,0.002,0.007,5.0,17.0
2023-08-08 12:00:00,삼방동,10.0,11.0,0.018,0.41,0.0014,0.003,8.0,12.0
2023-06-12 04:00:00,삼방동,3.0,3.0,0.021,0.21,0.0021,0.004,6.0,4.0
2023-11-29 07:00:00,삼방동,8.0,17.0,0.0168,0.37,0.0021,0.0216,11.0,7.0
2023-11-14 03:00:00,삼방동,9.0,19.0,0.026,0.3,0.0022,0.012,11.0,3.0
2023-10-12 21:00:00,삼방동,5.0,17.0,0.04,0.32,0.0018,0.013,10.0,21.0
2023-10-25 23:00:00,삼방동,19.0,31.0,0.021,0.38,0.0017,0.026,10.0,23.0
2023-05-25 03:00:00,삼방동,6.0,19.0,0.026,0.42,0.0024,0.013,5.0,3.0
2023-02-28 02:00:00,삼방동,20.0,21.0,0.036,0.5,0.003,0.02,2.0,2.0
2023-11-26 01:00:00,삼방동,10.0,29.0,0.006,0.43,0.0052,0.031,11.0,1.0
2023-03-09 09:00:00,삼방동,18.0,33.0,0.005,0.6,0.003,0.05,3.0,9.0
2023-11-14 05:00:00,삼방동,7.0,21.0,0.029,0.28,0.0021,0.01,11.0,5.0
2023-05-14 11:00:00,삼방동,14.0,23.0,0.043,0.28,0.002,0.009,5.0,11.0
2023-09-29 21:00:00,삼방동,22.0,37.0,0.049,0.45,0.0023,0.01,9.0,21.0
2023-05-11 09:00:00,삼방동,30.0,63.0,0.032,0.49,0.003,0.032,5.0,9.0
2023-02-19 13:00:00,삼방동,20.0,27.0,0.047,0.5,0.003,0.007,2.0,13.0
2023-08-22 03:00:00,삼방동,19.0,21.0,0.009,0.33,0.0016,0.011,8.0,3.0
2023-01-25 17:00:00,삼방동,6.0,15.0,0.029,0.3,0.002,0.008,1.0,17.0
2023-07-14 06:00:00,삼방동,3.0,11.0,0.02,0.43,,0.007,7.0,6.0
2023-10-23 18:00:00,삼방동,13.0,37.0,0.045,0.35,0.0019,0.022,10.0,18.0
2023-08-26 18:00:00,삼방동,10.0,25.0,0.041,0.3,0.0021,0.01,8.0,18.0
2023-06-20 15:00:00,삼방동,5.0,21.0,0.063,0.22,0.0036,0.007,6.0,15.0
2023-07-27 17:00:00,삼방동,21.0,21.0,0.018,0.23,0.0021,0.011,7.0,17.0
2023-03-06 09:00:00,삼방동,27.0,53.0,0.003,0.8,0.004,0.05,3.0,9.0
2023-09-08 01:00:00,삼방동,5.0,19.0,0.044,,0.0012,0.003,9.0,1.0
2023-09-25 18:00:00,삼방동,7.0,21.0,0.035,0.29,0.0021,0.01,9.0,18.0
2023-08-18 04:00:00,삼방동,4.0,13.0,0.006,0.24,0.0018,0.007,8.0,4.0
2023-03-18 16:00:00,삼방동,15.0,31.0,0.054,0.4,0.002,0.013,3.0,16.0
2023-10-16 21:00:00,삼방동,13.0,31.0,0.038,0.38,0.0018,0.015,10.0,21.0
2023-12-29 05:00:00,삼방동,41.0,63.0,0.0386,0.43,0.0024,0.0127,12.0,5.0
2023-07-11 18:00:00,삼방동,1.0,5.0,0.04,0.43,,0.008,7.0,18.0
2023-04-25 16:00:00,삼방동,5.0,7.0,0.045,0.25,0.002,0.009,4.0,16.0
2023-07-04 06:00:00,삼방동,4.0,11.0,0.025,0.35,,0.011,7.0,6.0
2023-12-07 06:00:00,삼방동,5.0,29.0,0.0344,0.27,0.0019,0.0083,12.0,6.0
2023-02-17 18:00:00,삼방동,31.0,41.0,0.005,0.6,0.003,0.047,2.0,18.0
2023-03-18 09:00:00,삼방동,8.0,27.0,0.035,0.4,0.002,0.012,3.0,9.0
2023-12-21 02:00:00,삼방동,6.0,13.0,0.0322,0.27,0.002,0.0074,12.0,2.0
2023-05-18 08:00:00,삼방동,17.0,39.0,0.034,0.23,0.002,0.016,5.0,8.0
2023-03-31 10:00:00,삼방동,36.0,81.0,0.037,0.42,0.003,0.036,3.0,10.0
2023-05-05 16:00:00,삼방동,14.0,31.0,0.047,0.22,0.002,0.004,5.0,16.0
2023-02-15 11:00:00,삼방동,4.0,9.0,0.035,0.3,0.002,0.008,2.0,11.0
2023-03-31 09:00:00,삼방동,44.0,95.0,0.013,0.57,0.004,0.057,3.0,9.0
2023-05-06 04:00:00,삼방동,0.0,1.0,0.036,0.21,0.002,0.004,5.0,4.0
2023-05-11 23:00:00,삼방동,7.0,21.0,0.045,0.27,0.003,0.013,5.0,23.0
2023-11-12 20:00:00,삼방동,7.0,13.0,0.033,0.29,0.0018,0.01,11.0,20.0
2023-12-16 01:00:00,삼방동,6.0,9.0,0.0148,0.46,0.0022,0.0168,12.0,1.0
2023-10-26 10:00:00,삼방동,,,0.011,0.51,0.0023,0.045,10.0,10.0
2023-06-25 05:00:00,삼방동,7.0,11.0,0.02,0.33,,0.012,6.0,5.0
2023-02-25 15:00:00,삼방동,12.0,25.0,0.05,0.3,0.003,0.008,2.0,15.0
2023-08-26 11:00:00,삼방동,10.0,29.0,0.028,0.37,0.002,0.009,8.0,11.0
2023-12-05 01:00:00,삼방동,18.0,29.0,0.0061,0.6,0.0032,0.0341,12.0,1.0
2023-08-17 13:00:00,삼방동,19.0,35.0,0.02,0.3,0.0018,0.011,8.0,13.0
2023-05-23 15:00:00,삼방동,15.0,79.0,0.065,0.38,0.0025,0.012,5.0,15.0
2023-05-02 04:00:00,삼방동,11.0,23.0,0.035,0.32,0.002,0.012,5.0,4.0
2023-03-16 19:00:00,삼방동,13.0,45.0,0.044,0.4,0.002,0.018,3.0,19.0
2023-03-25 01:00:00,삼방동,18.0,79.0,0.045,0.2,0.002,0.005,3.0,1.0
2023-01-15 18:00:00,삼방동,4.0,12.0,0.019,,0.003,0.008,1.0,18.0
2023-11-23 22:00:00,삼방동,26.0,85.0,0.052,0.45,0.0024,0.01,11.0,22.0
2023-03-06 10:00:00,삼방동,33.0,53.0,0.006,0.7,0.005,0.049,3.0,10.0
2023-11-11 23:00:00,삼방동,8.0,13.0,0.027,0.29,0.0019,0.011,11.0,23.0
2023-06-13 21:00:00,삼방동,5.0,13.0,0.031,0.27,0.0028,0.011,6.0,21.0
2023-01-13 17:00:00,삼방동,4.0,15.0,0.028,,0.003,0.008,1.0,17.0
2023-01-08 18:00:00,삼방동,19.0,47.0,0.015,0.4,0.003,0.028,1.0,18.0
2023-02-13 15:00:00,삼방동,11.0,29.0,0.045,0.4,0.003,0.008,2.0,15.0
2023-08-19 08:00:00,삼방동,12.0,21.0,0.016,0.42,0.0014,0.01,8.0,8.0
2023-11-17 06:00:00,삼방동,15.0,27.0,0.03,0.38,0.0018,0.01,11.0,6.0
2023-05-30 17:00:00,삼방동,2.0,7.0,0.041,0.35,0.0022,0.006,5.0,17.0
2023-05-21 18:00:00,삼방동,8.0,21.0,0.072,0.15,0.003,0.011,5.0,18.0
2023-12-26 12:00:00,삼방동,17.0,35.0,0.0341,0.35,0.0022,0.0105,12.0,12.0
2023-04-23 05:00:00,삼방동,16.0,95.0,0.051,0.21,0.002,0.004,4.0,5.0
2023-10-14 08:00:00,삼방동,13.0,29.0,0.009,0.36,0.0019,0.029,10.0,8.0
2023-06-22 12:00:00,삼방동,8.0,15.0,0.054,0.27,0.0024,0.005,6.0,12.0
2023-10-10 19:00:00,삼방동,7.0,17.0,0.035,0.31,0.0022,0.01,10.0,19.0
2023-04-05 21:00:00,삼방동,5.0,9.0,0.037,0.25,0.002,0.01,4.0,21.0
2023-03-09 11:00:00,삼방동,14.0,25.0,0.026,0.3,0.003,0.028,3.0,11.0
2023-04-24 17:00:00,삼방동,8.0,27.0,0.055,0.24,0.003,0.007,4.0,17.0
2023-12-27 23:00:00,삼방동,19.0,39.0,0.0081,0.49,0.0024,0.0367,12.0,23.0
2023-04-19 14:00:00,삼방동,16.0,33.0,0.045,0.45,0.003,0.011,4.0,14.0
2023-03-30 04:00:00,삼방동,55.0,111.0,0.05,0.5,0.003,0.017,3.0,4.0
,삼방동,8.0,19.0,0.031,0.3,0.003,0.007,,
2023-10-07 03:00:00,삼방동,14.0,31.0,0.035,0.33,0.0022,0.011,10.0,3.0
2023-09-06 05:00:00,삼방동,7.0,15.0,,0.14,0.0013,0.005,9.0,5.0
2023-04-22 21:00:00,삼방동,37.0,269.0,0.05,0.21,0.002,0.004,4.0,21.0
2023-06-18 12:00:00,삼방동,13.0,27.0,0.077,0.35,0.0039,0.006,6.0,12.0
2023-04-05 11:00:00,삼방동,7.0,15.0,0.042,0.22,0.002,0.01,4.0,11.0
2023-07-02 16:00:00,삼방동,11.0,23.0,0.075,0.58,,0.007,7.0,16.0
2023-05-30 15:00:00,삼방동,2.0,3.0,0.041,0.37,0.0023,0.007,5.0,15.0
2023-03-01 14:00:00,삼방동,15.0,23.0,0.033,0.5,0.004,0.023,3.0,14.0
2023-05-30 03:00:00,삼방동,4.0,7.0,0.037,0.44,0.0024,0.007,5.0,3.0
2023-03-01 17:00:00,삼방동,12.0,17.0,0.047,0.3,0.003,0.012,3.0,17.0
2023-11-04 10:00:00,삼방동,23.0,47.0,0.008,0.43,0.0028,0.031,11.0,10.0
2023-07-28 23:00:00,삼방동,23.0,23.0,0.018,0.26,0.002,0.012,7.0,23.0
2023-04-18 05:00:00,삼방동,19.0,75.0,0.041,0.3,0.003,0.015,4.0,5.0
2023-02-01 21:00:00,삼방동,17.0,39.0,0.043,0.4,0.003,0.01,2.0,21.0
2023-05-12 10:00:00,삼방동,12.0,41.0,0.025,0.34,0.003,0.035,5.0,10.0
2023-08-15 07:00:00,삼방동,7.0,13.0,0.014,0.28,0.0013,0.004,8.0,7.0
2023-01-11 06:00:00,삼방동,17.0,34.0,0.004,0.5,0.004,0.029,1.0,6.0
2023-09-28 12:00:00,삼방동,5.0,13.0,0.041,0.29,0.002,0.007,9.0,12.0
2023-12-28 01:00:00,삼방동,23.0,43.0,0.0032,0.62,0.0037,0.0421,12.0,1.0
2023-07-16 03:00:00,삼방동,3.0,13.0,0.036,0.5,,0.004,7.0,3.0
2023-04-30 07:00:00,삼방동,9.0,19.0,0.038,0.29,0.002,0.008,4.0,7.0
2023-10-29 13:00:00,삼방동,9.0,25.0,0.05,0.44,0.0026,0.008,10.0,13.0
2023-04-08 10:00:00,삼방동,6.0,25.0,0.045,0.26,0.003,0.009,4.0,10.0
2023-09-24 18:00:00,삼방동,5.0,15.0,0.042,0.2,0.0012,0.005,9.0,18.0
2023-04-05 18:00:00,삼방동,6.0,9.0,0.044,0.22,0.002,0.008,4.0,18.0
2023-09-13 02:00:00,삼방동,16.0,19.0,0.033,0.34,0.0011,0.008,9.0,2.0
2023-02-18 05:00:00,삼방동,29.0,29.0,0.003,0.6,0.003,0.033,2.0,5.0
2023-09-26 21:00:00,삼방동,14.0,29.0,0.015,0.42,0.0022,0.018,9.0,21.0
2023-12-31 18:00:00,삼방동,4.0,9.0,0.0435,0.44,0.0018,0.01,12.0,18.0
2023-11-12 22:00:00,삼방동,7.0,15.0,0.032,0.3,0.0017,0.009,11.0,22.0
2023-03-23 19:00:00,삼방동,6.0,17.0,0.021,0.4,0.002,0.02,3.0,19.0
2023-04-09 22:00:00,삼방동,9.0,45.0,0.044,0.29,0.002,0.013,4.0,22.0
2023-07-13 04:00:00,삼방동,4.0,19.0,0.033,0.43,,0.004,7.0,4.0
2023-10-18 08:00:00,삼방동,12.0,25.0,0.012,0.43,0.0019,0.03,10.0,8.0
2023-10-31 20:00:00,삼방동,19.0,35.0,0.039,0.57,0.0029,0.023,10.0,20.0
2023-10-28 05:00:00,삼방동,16.0,31.0,0.018,0.48,0.0023,0.015,10.0,5.0
2023-10-24 01:00:00,삼방동,11.0,27.0,0.028,0.35,0.0017,0.016,10.0,1.0
2023-08-03 20:00:00,삼방동,6.0,17.0,0.02,0.2,0.0024,0.009,8.0,20.0
2023-06-08 08:00:00,삼방동,,,,,,,6.0,8.0
2023-05-07 16:00:00,삼방동,8.0,13.0,0.051,0.25,0.002,0.004,5.0,16.0
2023-10-31 06:00:00,삼방동,23.0,47.0,0.013,0.58,0.0025,0.024,10.0,6.0
2023-04-13 18:00:00,삼방동,16.0,93.0,0.048,0.25,0.003,0.017,4.0,18.0
2023-02-04 13:00:00,삼방동,19.0,35.0,0.045,0.4,0.003,0.009,2.0,13.0
2023-04-18 19:00:00,삼방동,14.0,47.0,0.037,0.34,0.002,0.019,4.0,19.0
2023-01-10 18:00:00,삼방동,8.0,33.0,0.015,0.3,0.003,0.028,1.0,18.0
2023-08-28 08:00:00,삼방동,7.0,15.0,0.022,0.25,0.0012,0.004,8.0,8.0
2023-03-14 01:00:00,삼방동,11.0,19.0,0.03,0.4,0.002,0.014,3.0,1.0
2023-03-09 16:00:00,삼방동,9.0,25.0,0.047,0.3,0.002,0.011,3.0,16.0
2023-10-27 22:00:00,삼방동,7.0,23.0,0.038,0.41,0.0021,0.007,10.0,22.0
2023-07-12 07:00:00,삼방동,3.0,5.0,0.023,0.43,,0.018,7.0,7.0
2023-03-06 23:00:00,삼방동,22.0,27.0,0.049,0.5,0.003,0.018,3.0,23.0
2023-11-25 19:00:00,삼방동,7.0,21.0,0.022,0.35,0.0019,0.02,11.0,19.0
2023-10-14 13:00:00,삼방동,14.0,31.0,0.056,0.41,0.0026,0.014,10.0,13.0
2023-09-05 15:00:00,삼방동,5.0,21.0,,0.14,0.0017,0.004,9.0,15.0
2023-12-24 05:00:00,삼방동,12.0,23.0,0.011,0.43,0.0039,0.024,12.0,5.0
2023-05-23 03:00:00,삼방동,26.0,125.0,0.037,0.18,0.002,0.007,5.0,3.0
2023-10-26 20:00:00,삼방동,,,,,,,10.0,20.0
2023-07-15 22:00:00,삼방동,3.0,9.0,0.03,0.48,,0.003,7.0,22.0
2023-12-29 08:00:00,삼방동,40.0,61.0,0.02,0.51,0.0025,0.0265,12.0,8.0
2023-08-28 05:00:00,삼방동,7.0,15.0,0.024,0.23,0.0012,0.003,8.0,5.0
2023-09-25 12:00:00,삼방동,6.0,25.0,0.045,0.25,0.0024,0.007,9.0,12.0
2023-11-17 02:00:00,삼방동,15.0,17.0,0.033,0.38,0.0018,0.01,11.0,2.0
2023-07-09 19:00:00,삼방동,10.0,19.0,0.05,0.46,,0.009,7.0,19.0
2023-04-18 07:00:00,삼방동,17.0,73.0,0.039,0.29,0.003,0.018,4.0,7.0
2023-01-01 20:00:00,삼방동,29.0,41.0,0.028,0.4,0.003,0.014,1.0,20.0
2023-02-19 08:00:00,삼방동,19.0,23.0,0.023,0.5,0.003,0.009,2.0,8.0
2023-06-26 16:00:00,삼방동,6.0,13.0,0.021,0.23,0.0027,0.014,6.0,16.0
2023-11-07 05:00:00,삼방동,13.0,29.0,0.038,0.25,0.0021,0.007,11.0,5.0
2023-05-31 15:00:00,삼방동,5.0,17.0,0.073,0.39,0.003,0.008,5.0,15.0
2023-02-14 21:00:00,삼방동,9.0,11.0,0.036,0.4,0.002,0.008,2.0,21.0
2023-09-27 07:00:00,삼방동,11.0,19.0,0.011,0.45,0.002,0.013,9.0,7.0
2023-01-14 08:00:00,삼방동,5.0,16.0,0.026,,0.003,0.005,1.0,8.0
2023-12-10 04:00:00,삼방동,18.0,35.0,0.0105,0.52,0.0022,0.0252,12.0,4.0
2023-08-20 16:00:00,삼방동,9.0,11.0,0.032,0.51,0.0017,0.005,8.0,16.0
2023-07-19 06:00:00,삼방동,3.0,3.0,0.015,0.34,0.0014,0.006,7.0,6.0
2023-07-20 04:00:00,삼방동,18.0,17.0,0.008,0.28,0.0019,0.018,7.0,4.0
2023-08-06 13:00:00,삼방동,2.0,3.0,0.018,0.26,0.0015,0.002,8.0,13.0
2023-03-24 14:00:00,삼방동,28.0,133.0,0.047,0.3,0.002,0.007,3.0,14.0
2023-04-11 05:00:00,삼방동,4.0,21.0,0.046,0.23,0.002,0.008,4.0,5.0
2023-07-07 16:00:00,삼방동,7.0,7.0,0.055,0.36,,0.009,7.0,16.0
2023-03-30 13:00:00,삼방동,49.0,109.0,0.065,0.44,0.003,0.026,3.0,13.0
2023-06-14 09:00:00,삼방동,14.0,25.0,0.021,0.34,0.0031,0.016,6.0,9.0
2023-10-21 07:00:00,삼방동,4.0,21.0,0.024,0.32,0.0018,0.013,10.0,7.0
,삼방동,7.0,21.0,0.0249,0.31,0.0033,0.0144,,
2023-02-08 16:00:00,삼방동,12.0,25.0,0.052,0.3,0.003,0.007,2.0,16.0
2023-09-11 09:00:00,삼방동,12.0,23.0,,0.34,0.0016,0.014,9.0,9.0
2023-04-09 06:00:00,삼방동,5.0,43.0,0.037,0.24,0.002,0.007,4.0,6.0
2023-05-11 14:00:00,삼방동,13.0,33.0,0.084,0.26,0.002,0.008,5.0,14.0
2023-07-15 01:00:00,삼방동,4.0,13.0,0.028,0.42,,0.002,7.0,1.0
2023-01-08 02:00:00,삼방동,30.0,52.0,0.026,0.4,0.003,0.014,1.0,2.0
2023-11-27 23:00:00,삼방동,16.0,33.0,0.036,0.42,0.002,0.013,11.0,23.0
2023-05-13 18:00:00,삼방동,11.0,19.0,0.056,0.25,0.002,0.007,5.0,18.0
2023-03-21 02:00:00,삼방동,12.0,27.0,0.046,0.4,0.002,0.013,3.0,2.0
2023-05-19 22:00:00,삼방동,8.0,23.0,0.055,0.11,0.002,0.004,5.0,22.0
2023-01-20 06:00:00,삼방동,,,0.016,,,0.026,1.0,6.0
2023-10-14 01:00:00,삼방동,8.0,11.0,0.032,0.33,0.0019,0.012,10.0,1.0
2023-05-14 04:00:00,삼방동,13.0,25.0,0.019,0.3,0.002,0.01,5.0,4.0
2023-03-08 03:00:00,삼방동,17.0,29.0,0.045,0.4,0.002,0.015,3.0,3.0
2023-06-01 01:00:00,삼방동,10.0,11.0,0.032,0.44,0.0028,0.01,6.0,1.0
2023-02-25 01:00:00,삼방동,24.0,23.0,0.037,0.4,0.003,0.014,2.0,1.0
2023-01-01 09:00:00,삼방동,30.0,46.0,0.016,0.5,0.003,0.025,1.0,9.0
2023-04-06 12:00:00,삼방동,,,,,,,4.0,12.0
2023-01-05 04:00:00,삼방동,16.0,29.0,0.022,0.3,0.004,0.013,1.0,4.0
2023-08-26 13:00:00,삼방동,23.0,41.0,0.044,0.36,0.0019,0.01,8.0,13.0
2023-05-26 03:00:00,삼방동,6.0,13.0,0.038,0.38,0.0023,0.01,5.0,3.0
,삼방동,11.0,15.0,0.036,0.4,0.002,0.011,,
2023-10-15 21:00:00,삼방동,8.0,15.0,0.038,0.38,0.0017,0.013,10.0,21.0
2023-09-02 10:00:00,삼방동,7.0,15.0,0.012,0.34,0.0015,0.011,9.0,10.0
2023-10-23 21:00:00,삼방동,12.0,27.0,0.029,0.38,0.0017,0.023,10.0,21.0
2023-02-17 12:00:00,삼방동,29.0,37.0,0.008,0.5,0.003,0.04,2.0,12.0
2023-01-22 06:00:00,삼방동,14.0,,0.013,0.4,0.005,0.02,1.0,6.0
2023-04-18 21:00:00,삼방동,14.0,45.0,0.033,0.32,0.002,0.014,4.0,21.0
2023-10-13 15:00:00,삼방동,10.0,27.0,0.07,0.35,0.0034,0.013,10.0,15.0
,삼방동,7.0,19.0,0.019,0.4,0.002,0.025,,
2023-03-04 22:00:00,삼방동,16.0,33.0,0.058,0.4,0.003,0.008,3.0,22.0
2023-10-16 22:00:00,삼방동,10.0,33.0,0.037,0.38,0.0017,0.014,10.0,22.0
2023-05-28 16:00:00,삼방동,1.0,9.0,0.028,0.37,0.0023,0.011,5.0,16.0
2023-01-27 14:00:00,삼방동,13.0,31.0,0.033,0.4,0.003,0.006,1.0,14.0
2023-03-31 22:00:00,삼방동,30.0,67.0,0.062,0.39,0.003,0.015,3.0,22.0
2023-04-29 09:00:00,삼방동,3.0,9.0,0.049,0.23,0.002,0.007,4.0,9.0
2023-05-28 02:00:00,삼방동,7.0,19.0,0.033,0.36,0.003,0.011,5.0,2.0
2023-10-19 11:00:00,삼방동,23.0,57.0,0.014,0.42,0.0025,0.044,10.0,11.0
2023-11-18 07:00:00,삼방동,7.0,13.0,0.021,0.31,0.0017,0.009,11.0,7.0
2023-08-25 02:00:00,삼방동,4.0,9.0,0.027,0.39,0.0012,0.004,8.0,2.0
2023-10-10 05:00:00,삼방동,12.0,17.0,0.018,0.28,0.0019,0.008,10.0,5.0
2023-09-14 12:00:00,삼방동,7.0,5.0,0.049,0.32,0.0009,0.007,9.0,12.0
2023-09-25 10:00:00,삼방동,,,0.036,0.22,0.0015,0.007,9.0,10.0
2023-04-24 18:00:00,삼방동,7.0,33.0,0.054,0.25,0.003,0.008,4.0,18.0
2023-12-02 07:00:00,삼방동,9.0,17.0,0.0279,0.32,0.0019,0.0121,12.0,7.0
,삼방동,24.0,33.0,0.021,0.4,0.002,0.022,,
2023-09-02 08:00:00,삼방동,3.0,11.0,0.009,0.28,0.0014,0.008,9.0,8.0
2023-07-19 04:00:00,삼방동,2.0,5.0,0.02,0.34,0.0014,0.004,7.0,4.0
2023-12-24 06:00:00,삼방동,10.0,31.0,0.0084,0.42,0.0038,0.0254,12.0,6.0
2023-07-04 01:00:00,삼방동,7.0,5.0,0.037,0.37,,0.006,7.0,1.0
2023-09-13 06:00:00,삼방동,12.0,17.0,0.033,0.31,0.001,0.008,9.0,6.0
2023-11-06 20:00:00,삼방동,8.0,23.0,0.039,0.3,0.0022,0.009,11.0,20.0
2023-05-01 04:00:00,삼방동,10.0,37.0,0.05,0.3,0.003,0.007,5.0,4.0
2023-02-16 12:00:00,삼방동,9.0,15.0,0.029,0.4,0.003,0.018,2.0,12.0
2023-12-12 17:00:00,삼방동,5.0,9.0,0.0307,0.34,0.002,0.0093,12.0,17.0
2023-08-18 21:00:00,삼방동,9.0,15.0,0.02,0.32,0.0017,0.006,8.0,21.0
2023-09-27 17:00:00,삼방동,8.0,15.0,0.041,0.42,0.0023,0.014,9.0,17.0
2023-10-13 23:00:00,삼방동,7.0,17.0,0.032,0.33,0.0021,0.014,10.0,23.0
2023-06-21 22:00:00,삼방동,4.0,13.0,0.031,0.33,0.0026,0.012,6.0,22.0
2023-04-01 14:00:00,삼방동,30.0,61.0,0.098,0.39,0.004,0.008,4.0,14.0
2023-11-16 05:00:00,삼방동,27.0,41.0,0.007,0.47,0.0032,0.029,11.0,5.0
2023-03-03 09:00:00,삼방동,12.0,31.0,0.034,0.3,0.003,0.012,3.0,9.0
2023-04-22 10:00:00,삼방동,37.0,243.0,0.051,0.23,0.003,0.007,4.0,10.0
2023-04-02 08:00:00,삼방동,19.0,33.0,0.061,0.27,0.002,0.005,4.0,8.0
2023-08-01 10:00:00,삼방동,,,0.018,0.15,0.0018,0.003,8.0,10.0
2023-01-20 10:00:00,삼방동,,,0.028,,,0.013,1.0,10.0
2023-03-18 12:00:00,삼방동,14.0,37.0,0.034,0.4,0.002,0.018,3.0,12.0
2023-01-13 04:00:00,삼방동,2.0,21.0,0.03,0.3,0.004,0.007,1.0,4.0
2023-12-29 21:00:00,삼방동,38.0,63.0,0.0217,0.56,0.0023,0.0307,12.0,21.0
2023-07-22 08:00:00,삼방동,27.0,25.0,0.022,0.31,0.0024,0.013,7.0,8.0
2023-06-24 15:00:00,삼방동,8.0,25.0,0.082,0.35,,0.015,6.0,15.0
2023-06-09 04:00:00,삼방동,7.0,15.0,0.039,0.3,0.002,0.005,6.0,4.0
2023-02-14 23:00:00,삼방동,5.0,9.0,0.036,0.3,0.002,0.006,2.0,23.0
2023-08-04 03:00:00,삼방동,6.0,13.0,0.011,0.27,0.0017,0.009,8.0,3.0
2023-07-30 06:00:00,삼방동,9.0,17.0,0.017,0.23,0.0015,0.005,7.0,6.0
2023-11-04 05:00:00,삼방동,16.0,23.0,0.012,0.34,0.0023,0.018,11.0,5.0
2023-07-17 18:00:00,삼방동,16.0,15.0,0.032,0.35,0.0018,0.009,7.0,18.0
2023-03-14 13:00:00,삼방동,13.0,53.0,0.047,0.4,0.003,0.015,3.0,13.0
2023-04-26 12:00:00,삼방동,20.0,41.0,0.062,0.29,0.003,0.007,4.0,12.0
2023-09-13 15:00:00,삼방동,10.0,11.0,0.053,0.31,0.0011,0.007,9.0,15.0
2023-09-03 17:00:00,삼방동,7.0,17.0,0.022,0.33,0.0018,0.005,9.0,17.0
2023-10-10 01:00:00,삼방동,11.0,19.0,0.015,0.32,0.0017,0.01,10.0,1.0
2023-09-22 20:00:00,삼방동,5.0,19.0,0.037,0.24,0.0039,0.01,9.0,20.0
